cid,MF,MW,Ncharges,C,H,N,O,Cl,P,S,F,Br,Pt,I,Gd,B,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,abonds,atoms,bonds,dbonds,HBA1,HBA2,HBD,logP,MR,MW,nF,sbonds,tbonds,TPSA
4440,C17H25N3O2S,335.4643,0,17,25,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,335.4729954,9.3306,28,3,3,3,0,0,1,0.2,25,2,0,119.4067,48,0,0,0,0,0,0,3,2,0,1,50,0,0,0,2,74.78,14.68386092,1.009355326,13.54776187,17.8112,7.486111111,261,278,10,48,50,2,29,4,2,3.4784,98.3424,335.4643,0,38,0,73.58
4449,C25H32ClN5O2,470.00688,0,25,32,5,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,3,470.0169907,10.9412,36,6,1,1,0,0,1,0.277777778,36,2,0,162.5261,65,1,0,0,1,0,0,5,2,0,0,68,0,0,0,0,56.73,14.22985263,1.060824038,12.41396134,26.07407407,13.34722222,348,368,17,65,68,1,37,7,0,3.5548,140.009,470.00688,0,50,0,55.53
4456,C12H19N2O2,223.29146,1,12,19,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,223.2959956,6.3722,22,3,0,0,0,0,1,0.25,16,0,0,85.502,35,0,0,0,0,0,0,2,2,0,0,35,0,0,0,0,29.54,8.724555403,1.050783172,7.302907431,14.0625,5.557655955,173,162,6,35,35,1,22,3,0,1.9437,65.419,223.29146,0,28,0,29.54
4485,C17H18N2O6,346.33462,2,17,18,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,346.3389924,5.8831,24,5,1,1,0,0,0,0.230769231,26,1,0,105.154,43,0,0,0,0,0,0,2,6,0,0,44,2,0,0,0,107.77,9.159739114,1.017225997,8.004625462,21.30177515,9.273922571,218,217,6,43,44,5,24,5,1,3.0276,94.5247,346.33462,0,33,0,110.45
4493,C12H10F3N3O4,317.2207096,2,12,10,3,4,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,317.2229922,4.3048,15,4,1,1,0,0,0,0.130434783,23,1,0,73.2972,32,3,0,0,0,0,3,3,4,0,0,33,2,0,0,0,92.55,10.52994346,1.01358943,9.388766056,18.34026465,6.135865595,170,191,6,32,33,3,15,4,1,3.3654,77.2587,317.2207096,3,24,0,95.23
4497,C21H26N2O7,418.44034,2,21,26,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,1,418.4459908,8.6419,33,6,1,1,0,0,0,0.322580645,31,1,0,133.923,56,0,0,0,0,0,0,2,7,0,0,57,2,0,0,0,117,11.18909509,1.018394949,9.986989976,26.25390219,12.29637642,286,281,6,56,57,5,33,6,1,3.8228,114.8377,418.44034,0,46,0,119.68
4499,C20H24N2O6,388.41436,2,20,24,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,388.4199915,8.0035,30,5,1,1,0,0,0,0.275862069,29,1,0,125.917,52,0,0,0,0,0,0,2,6,0,0,53,2,0,0,0,107.77,12.16749879,1.017104359,10.96288138,24.27110583,10.85782272,266,265,6,52,53,5,30,5,1,4.0538,108.9457,388.41436,0,42,0,110.45
4510,C3H5N3O9,227.0865,6,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0849954,0.8514,11,0,0,0,0,0,0,0.571428571,14,0,0,42.8872,20,0,0,0,0,0,0,3,9,0,0,19,6,0,0,0,157.11,6.529724316,1.096869528,4.953054714,15,8.186851211,93,92,0,20,19,3,11,0,0,0.5495,44.105,227.0865,0,16,0,165.15
4539,C16H18FN3O3,319.3308232,0,16,18,3,3,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,3,1,318.327993,6.1526,20,5,1,1,1,0,1,0.12,25,2,0,97.1785,40,1,0,0,0,0,1,3,3,0,0,42,0,0,0,0,81.98,12.76763558,0.982183083,11.999242,17.8112,7.486111111,220,240,11,41,43,2,23,6,2,1.6621,92.553,319.3308232,1,30,0,74.57
4543,C19H21N,263.37674,0,19,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,263.3839942,8.3316,21,0,1,0,0,0,1,0.136363636,22,0,0,109.4211,41,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,16.61,9.981776303,1.018818122,8.797407495,14.91735537,7.319857313,215,227,12,41,43,1,22,1,1,4.2173,86.0607,263.37674,0,30,0,12.03
4583,C18H20FN3O4,361.3675032,0,18,20,3,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,4,1,360.364992,6.8579,23,6,1,2,1,0,1,0.068965517,29,3,0,108.6661,45,1,0,0,0,0,1,3,4,0,0,48,0,0,0,0,79.04,13.61850835,0.975066999,12.96674112,19.32223543,7.438016529,256,282,11,46,49,2,26,7,1,1.5469,101.8323,361.3675032,1,36,0,75.01
4585,C17H20N4S,312.4325,0,17,20,4,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,312.4419961,5.9688,23,4,2,2,0,0,1,0.04,25,3,0,103.3479,42,0,0,0,0,0,0,4,0,0,1,45,0,0,0,0,60.31,10.16962052,1.040259244,8.776044365,15.5232,6.481481481,230,245,11,42,45,2,24,5,1,1.1958,105.8787,312.4325,0,32,0,59.11
4594,C17H19N3O3S,345.41606,0,17,19,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,345.4239949,7.5572,24,5,1,1,0,0,0,0.192307692,26,2,0,113.6879,43,0,0,0,0,0,0,3,3,0,1,45,0,0,0,0,96.31,13.94455949,1.005528911,12.86788519,18.78106509,8.131482834,223,220,16,43,45,1,24,5,1,3.7654,93.6992,345.41606,0,28,0,96.31
4595,C18H19N3O,293.36296,0,18,19,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,2,293.369994,6.7733,21,4,0,0,0,0,0,0.08,25,2,0,107.4775,41,0,0,0,0,0,0,3,1,0,0,44,0,0,0,0,39.82,12.32775515,1.081001374,10.40401432,15.5232,6.135865595,227,249,15,41,44,1,21,4,0,3.1285,87.3945,293.36296,0,28,0,39.82
4634,C22H31NO3,357.48644,0,22,31,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,357.4939922,9.1481,34,3,2,2,0,1,1,0.296296296,27,0,0,139.1495,57,0,0,0,0,0,0,1,3,0,0,58,0,0,0,0,50.97,12.66022586,0.970098403,12.05045532,22.29080933,11.75510204,297,303,6,57,58,1,35,4,1,3.3429,104.7868,357.48644,0,50,1,49.77
4679,C16H15F2N3O4S,383.3698064,0,16,15,3,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,3,383.3759931,7.2091,21,6,1,1,0,0,0,0.25,28,2,0,106.1219,41,2,0,0,0,0,2,3,4,0,1,43,0,0,0,0,105.54,15.28147439,1.011921567,14.10144155,20.72704082,9.467455621,213,218,16,41,43,1,21,6,1,3.75,90.3612,383.3698064,2,26,0,105.54
4725,C10H15N5O3,253.2578,0,10,15,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,2,253.2619957,1.9996,21,7,4,3,0,2,0,0.263157895,19,2,0,81.6148,33,0,0,0,0,0,0,5,3,0,0,34,0,0,0,0,130.05,8.603324718,0.96868699,7.881428988,14.4099723,6.437869822,169,182,10,33,34,1,21,7,4,-0.7261,65.3667,253.2578,0,23,0,130.05
4735,C19H24N4O2,340.41946,0,19,24,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,340.4269934,9.0308,30,6,4,2,0,0,2,0.384615385,26,0,0,125.5054,49,0,0,0,0,0,0,4,2,0,0,50,0,0,0,0,118.2,12.70241941,1.005603635,11.63163632,21.30177515,11.6584022,240,248,12,49,50,2,30,6,4,4.4829,100.7032,340.41946,0,36,0,118.2
4740,C13H18N4O3,278.30702,0,13,18,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,2,278.3119948,3.6746,22,7,0,0,0,0,0,0.238095238,21,2,0,95.3,38,0,0,0,0,0,0,4,3,0,0,39,0,0,0,0,78.89,10.75656721,1.081779187,8.943403734,16.37188209,6.84,200,201,10,38,39,3,22,7,0,0.193,76.274,278.30702,0,26,0,78.89
4775,C10H12O2,164.20108,0,10,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,163.1959962,4.1527,12,2,0,1,1,0,0,0.333333333,12,0,0,57.2855,23,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,40.13,7.897984285,0.977395341,7.0806445,10.08333333,5.612244898,116,119,6,24,24,1,14,2,1,2.0939,47.6008,164.20108,0,17,0,37.3
4810,C9H12ClN5O,241.67748,0,9,12,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,241.6819959,3.6991,18,6,2,2,0,0,2,0.176470588,17,2,0,69.2592,28,1,0,0,1,0,0,5,1,0,0,29,0,0,0,0,71.43,10.37734672,1.015284375,9.221123237,12.4567474,5.557655955,144,140,6,28,29,1,18,6,2,0.6555,69.0334,241.67748,0,22,0,71.43
4828,C14H20N2O2,248.3208,0,14,20,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,2,248.325995,6.366,22,2,3,2,0,1,1,0.315789474,19,1,0,95.3363,38,0,0,0,0,0,0,2,2,0,0,39,0,0,0,0,61.86,12.94628548,0.974008872,12.29175313,14.4099723,6.9632,194,200,10,38,39,0,23,3,3,2.2965,72.7892,248.3208,0,29,0,57.28
4829,C19H20N2O3S,356.4387,0,19,20,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,356.4469943,7.7477,26,6,1,1,0,0,0,0.259259259,27,2,0,117.0766,45,0,0,0,0,0,0,2,3,0,1,47,0,0,0,0,93.59,11.50011558,1.005766083,10.43418513,19.75308642,9.796296296,236,250,12,45,47,2,26,6,1,3.4884,102.1657,356.4387,0,33,0,93.59
4845,C12H20N2O3,240.2988,0,12,20,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,240.3029952,3.3331,24,4,4,3,0,2,1,0.294117647,17,1,0,88.7077,37,0,0,0,0,0,0,2,3,0,0,37,0,0,0,0,90.19,9.507074839,0.975388846,8.746958741,15.05882353,6.25,182,182,6,37,37,0,25,5,4,1.0919,65.3903,240.2988,0,31,0,85.61
4891,C19H24N2O2,312.40606,0,19,24,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,312.4129934,7.5478,28,4,0,0,0,0,0,0.076923077,26,2,0,110.0294,47,0,0,0,0,0,0,2,2,0,0,50,0,0,0,0,40.62,12.39811596,1.080893171,10.47025098,16.46745562,7.086924763,268,302,6,47,50,2,28,4,0,2.4107,96.931,312.40606,0,42,0,40.62
4893,C19H21N5O4,383.40114,0,19,21,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,4,2,383.4079925,7.6439,29,9,1,0,0,0,0,0.161290323,31,3,0,120.0997,49,0,0,0,0,0,0,5,4,0,0,52,0,0,0,0,106.95,16.71372256,1.005728491,15.6185235,21.24037461,9.42768595,261,273,16,49,52,1,29,9,1,2.3687,110.3609,383.40114,0,35,0,106.95
4915,C12H19N3O,221.29876,0,12,19,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,221.303996,6.0781,23,4,3,3,0,0,0,0.375,16,0,0,84.2287,35,0,0,0,0,0,0,3,1,0,0,35,0,0,0,0,53.16,10.87820116,1.014364095,9.724158331,14.0625,7.35,171,164,6,35,35,1,23,4,3,2.2215,64.4286,221.29876,0,28,0,53.16
4932,C21H27NO3,341.44398,0,21,27,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,2,341.4509925,8.8071,30,3,2,1,0,1,1,0.423076923,26,0,0,130.4614,52,0,0,0,0,0,0,1,3,0,0,53,0,0,0,0,63.14,12.07582568,0.965249793,11.51057059,21.30177515,12.3984375,263,270,12,52,53,1,31,4,2,3.6323,100.421,341.44398,0,40,0,58.56
4946,C16H21NO2,259.34344,0,16,21,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,259.3489944,7.0697,23,2,2,1,0,1,1,0.3,20,0,0,102.1369,40,0,0,0,0,0,0,1,2,0,0,41,0,0,0,0,46.07,13.49686279,0.973652996,12.86208726,15.39,7.695266272,203,209,11,40,41,0,24,3,2,2.9684,78.4385,259.34344,0,30,0,41.49
4991,C9H13N2O2,181.21172,1,9,13,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,181.2149965,3.3663,16,3,0,0,0,0,0,0.230769231,13,1,0,63.365,26,0,0,0,0,0,0,2,2,0,0,26,0,0,0,0,33.42,8.441757607,1.074833603,6.854013481,11.07692308,5.024221453,125,114,6,26,26,1,16,3,0,0.5715,49.624,181.21172,0,19,0,33.42
4999,C17H11ClF4N2S,386.7942528,0,17,11,2,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,386.8009919,6.7164,14,3,0,0,0,0,0,0.111111111,27,1,0,99.8554,36,5,0,0,1,0,4,2,0,0,1,38,0,0,0,0,47.69,11.32974025,1.085277718,9.439484809,19.75308642,7.935,193,219,12,36,38,2,14,3,0,4.5268,100.498,386.7942528,4,24,0,47.69
5002,C21H25N3O2S,383.5071,0,21,25,3,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,2,383.5169941,8.1981,30,5,2,2,0,1,2,0.2,30,2,0,129.1191,52,0,0,0,0,0,0,3,2,0,1,55,0,0,0,0,74.8,12.23289594,0.957960593,11.76972772,20.28,10.15625,279,298,12,52,55,1,31,6,1,2.1674,119.7978,383.5071,0,42,0,73.6
5029,C18H21N3O3S,359.44264,0,18,21,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,359.4509946,8.2516,26,5,1,1,0,0,0,0.296296296,27,2,0,119.8499,46,0,0,0,0,0,0,3,3,0,1,48,0,0,0,0,96.31,12.60659204,1.000212341,11.60391571,19.75308642,9.796296296,239,242,16,46,48,1,26,5,1,3.8551,97.7472,359.44264,0,31,0,96.31
5035,C28H27NO4S,473.58328,0,28,27,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,5,4,473.5939912,10.1776,31,5,3,3,0,0,1,0.184210526,38,2,0,165.2554,61,0,0,0,0,0,0,1,4,0,1,65,0,0,0,0,99.44,14.25726767,0.967580533,13.73496747,25.64127424,12.02990388,327,364,22,61,65,1,32,6,2,6.0131,141.2125,473.58328,0,42,0,98.24
5070,C8H5F3N2OS,234.1983096,0,8,5,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,234.201996,4.1557,8,4,1,0,0,0,0,0.125,16,1,0,55.8038,20,3,0,0,0,0,3,2,1,0,1,21,0,0,0,0,76.38,10.19081697,1.008864512,9.101274098,11.484375,4.107638889,103,113,10,20,21,0,8,4,1,3.3583,50.7074,234.1983096,3,11,0,76.38
5071,C12H21N,179.30184,0,12,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,179.3069965,7.5749,21,0,1,0,0,0,0,0.066666667,15,0,0,79.1695,34,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,27.64,7.39836993,1.015810527,6.283218408,8.32,2.520833333,201,236,0,34,36,0,22,1,1,3.2503,55.9034,179.30184,0,36,0,26.02
5073,C23H27FN4O2,410.4844832,0,23,27,4,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,410.4929913,9.412,30,5,1,1,0,0,1,0.117647059,34,4,0,141.0749,57,1,0,0,0,0,1,4,2,0,0,61,0,0,0,0,65.36,11.72684035,1.019522524,10.50228667,21.82525952,9.469387755,323,357,16,57,61,1,31,6,0,3.5283,117.708,410.4844832,1,44,0,64.16
5078,C15H19N5,269.34486,0,15,19,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,269.3519953,6.1277,21,3,2,2,0,0,1,0.227272727,22,2,0,101.1571,39,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,50.94,10.66615103,1.024271271,9.413404461,14.91735537,6.84,205,211,15,39,41,0,22,4,1,1.9118,79.9107,269.34486,0,26,0,49.74
5090,C17H14O4S,314.35566,0,17,14,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,314.3619945,6.1971,18,4,0,0,0,0,0,0.125,24,1,0,98.489,36,0,0,0,0,0,0,0,4,0,1,38,0,0,0,2,68.82,11.1693775,1.084226523,9.301701041,16.84375,6.857142857,190,209,12,36,38,4,18,4,0,3.6385,83.691,314.35566,0,22,0,68.82
5095,C16H24N2O,260.37456,0,16,24,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,260.3809948,8.0974,26,2,2,2,0,0,1,0.35,20,1,0,103.6423,43,0,0,0,0,0,0,2,1,0,0,44,0,0,0,0,33.54,8.331753265,1.00603656,7.281759927,15.39,7.695266272,226,227,6,43,44,1,27,3,1,2.9837,83.2457,260.37456,0,37,0,32.34
5152,C25H37NO4,415.56558,0,25,37,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,2,2,415.5739909,10.5639,41,4,4,3,0,2,1,0.516129032,31,0,0,163.2577,67,0,0,0,0,0,0,1,4,0,0,68,0,0,0,0,86.53,17.11914355,0.968627634,16.67360639,26.25390219,16.60774288,341,350,12,67,68,0,42,5,4,4.4983,121.9713,415.56558,0,56,0,81.95
5206,C4H3F7O,200.0548424,0,4,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200.0529927,3.6304,4,1,0,0,0,0,0,0.363636364,11,0,0,26.031,15,7,0,0,0,0,7,0,1,0,0,14,0,0,0,0,9.23,5.651660639,1.092069716,4.175183007,12,3.806228374,75,76,0,15,14,0,4,1,0,2.4232,22.86,200.0548424,7,14,0,9.23
5210,C17H26ClN,279.84804,0,17,26,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,279.8549941,9.8315,26,0,1,1,0,0,1,0.25,20,0,0,113.8927,45,1,0,0,1,0,0,1,0,0,0,46,0,0,0,0,4.44,9.056721724,1.082009008,7.370283106,15.39,6.18549346,240,249,6,45,46,0,27,1,0,4.738,85.153,279.84804,0,40,0,3.24
5212,C22H30N6O4S,474.5764,0,22,30,6,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,474.586993,9.6962,37,8,2,2,0,0,1,0.194444444,36,3,0,154.8645,63,0,0,0,0,0,0,6,4,0,1,66,0,0,0,2,123,12.70663119,1.003073404,11.66769824,26.07407407,10.94766821,342,354,16,63,66,3,38,9,1,2.5675,134.5557,474.5764,0,47,0,121.8
5245,C7H11NO7P2,283.112264,0,7,11,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,283.1129969,-0.7085,19,8,5,5,4,1,0,0.235294118,17,1,0,70.501,28,0,0,0,0,0,0,1,7,2,0,28,0,0,0,0,167.8,9.803685324,0.980520073,8.998454488,15.05882353,4.938271605,135,156,6,28,28,2,19,8,5,-0.3744,57.184,283.112262,0,20,0,167.8
5253,C12H20N2O3S,272.3638,0,12,20,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,272.3699965,6.3793,24,4,3,2,0,1,1,0.333333333,18,0,0,95.4163,38,0,0,0,0,0,0,2,3,0,1,38,0,0,0,2,91.39,11.45309869,0.97205672,10.7823358,16.05555556,6.9632,190,191,6,38,38,2,25,5,3,2.6342,72.8692,272.3638,0,30,0,86.81
5291,C29H31N7O,493.60274,0,29,31,7,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,4,493.6149906,11.0957,37,5,4,4,0,0,2,0.195121951,41,3,0,176.7301,68,0,0,0,0,0,0,7,1,0,0,72,0,0,0,0,88.68,14.75866537,1.006431647,13.66434945,28.52587745,14.0625,359,383,24,68,72,1,39,7,2,4.6121,154.4959,493.60274,0,47,0,86.28
5358,C14H21N3O2S,295.40044,0,14,21,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,295.4079963,7.7643,24,3,3,3,0,0,1,0.285714286,21,1,0,105.3865,41,0,0,0,0,0,0,3,2,0,1,42,0,0,0,2,74.78,12.80978854,1.012003495,11.65785011,16.37188209,6.84,213,214,10,41,42,2,25,4,2,2.7929,82.1204,295.40044,0,30,0,73.58
5379,C19H22FN3O4,375.3940832,0,19,22,3,4,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,4,1,374.3919917,7.7471,25,6,1,1,1,0,1,0.133333333,30,2,0,115.3985,48,1,0,0,0,0,1,3,4,0,0,51,0,0,0,0,91.21,12.90079048,0.982777047,12.12687401,20.28,8.024691358,272,302,11,49,52,2,28,7,2,2.3742,106.545,375.3940832,1,39,0,83.8
5381,C21H21NO2S,351.46194,0,21,21,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,351.4709941,8.1339,25,4,0,0,0,0,0,0.111111111,27,2,0,123.8195,46,0,0,0,0,0,0,1,2,0,1,48,0,0,0,0,64.49,18.23267888,1.083589775,15.8261821,19.75308642,8.792243767,241,250,12,46,48,1,25,4,0,4.4315,101.6225,351.46194,0,34,1,64.49
5391,C16H13ClN2O2,300.73962,0,16,13,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,300.7449933,4.0193,17,4,1,1,0,1,0,0.043478261,23,1,0,90.9222,34,1,0,0,1,0,0,2,2,0,0,36,0,0,0,0,52.9,9.933393286,0.96493571,9.294357624,15.87901701,6.629935721,177,196,12,34,36,2,17,4,1,1.9728,89.1128,300.73962,0,22,0,52.9
5394,C6H6N6O2,194.15084,0,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,194.1539972,-0.0982,12,8,1,0,0,0,0,0.066666667,15,2,0,50.5523,20,0,0,0,0,0,0,6,2,0,0,21,0,0,0,0,108.17,8.235902281,1.0088521,7.163636949,10.51555556,3.867768595,102,109,10,20,21,2,12,8,1,-1.3778,44.3989,194.15084,0,9,0,108.17
5401,C19H25N5O4,387.4329,0,19,25,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,4,1,387.4399925,8.3877,34,9,1,0,0,0,0,0.161290323,31,3,0,125.5522,53,0,0,0,0,0,0,5,4,0,0,56,0,0,0,0,103.04,15.77222152,1.004890072,14.69546954,21.24037461,9.42768595,289,301,11,53,56,1,34,9,1,1.6409,111.5854,387.4329,0,44,0,103.04
5403,C12H19NO3,225.28416,0,12,19,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,225.2879952,3.6318,22,3,4,3,0,1,1,0.25,16,0,0,85.7509,35,0,0,0,0,0,0,1,3,0,0,35,0,0,0,0,77.3,9.241650901,0.969649982,8.530914325,14.0625,5.557655955,171,174,6,35,35,0,23,4,4,1.9102,63.4905,225.28416,0,29,0,72.72
5426,C13H10N2O4,258.2295,0,13,10,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,258.2329943,2.237,16,6,1,1,0,0,0,0.047619048,21,2,0,69.1578,29,0,0,0,0,0,0,2,4,0,0,31,0,0,0,0,83.55,10.80382851,1.012117463,9.674480884,13.95918367,5.413111342,160,188,6,29,31,4,16,6,1,0.3545,70.9517,258.2295,0,21,0,83.55
5452,C21H26N2S2,370.57454,0,21,26,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,370.5869963,11.4624,29,2,1,1,0,0,1,0.142857143,28,2,0,134.1871,51,0,0,0,0,0,0,2,0,0,2,54,0,0,0,0,58.28,12.02198682,0.922794709,12.02780206,18.36734694,8.347140039,278,296,12,51,54,0,30,3,0,5.8885,118.012,370.57454,0,42,0,57.08
5453,C6H12N3PS,189.218342,0,6,12,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,189.2240005,4.6078,16,4,0,0,0,0,0,0.230769231,13,3,0,54.8946,23,0,0,0,0,0,0,3,0,1,1,25,0,0,0,0,50.93,6.608812536,1.064406113,5.208920127,6.50887574,1.836734694,140,160,0,23,25,1,16,4,0,0.622,60.615,189.218341,0,24,0,50.93
5468,C14H12O3S,260.30828,0,14,12,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,259.3059958,4.9844,13,4,0,1,1,0,0,0.210526316,19,1,0,80.23,29,0,0,0,0,0,0,0,3,0,1,30,0,0,0,0,85.44,9.931396098,0.980814279,9.125664265,14.4099723,6.437869822,150,163,11,30,31,2,15,4,1,3.1672,70.5453,260.30828,0,18,0,82.61
5479,C8H13N3O4S,247.27152,2,8,13,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,247.2759973,4.5182,17,4,0,0,0,0,0,0.3125,16,1,0,72.2354,29,0,0,0,0,0,0,3,4,0,1,29,2,0,0,2,103.48,6.860135279,1.072458201,5.39664583,14.0625,5.557655955,149,150,5,29,29,3,17,4,0,2.1384,60.662,247.27152,0,21,0,106.16
5487,C9H8ClN5S,253.71132,0,9,8,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,253.7179976,3.5562,13,6,2,2,0,0,2,0.111111111,18,2,0,68.9562,24,1,0,0,1,0,0,5,0,0,1,26,0,0,0,0,90.44,9.475326645,1.013405667,8.349983871,11.11111111,4.704,130,146,10,24,26,1,13,6,2,1.5532,72.9584,253.71132,0,15,0,90.44
